community_name,issue_id,title,body,issue_url,assignee,label,creator,comments,created_at
openeuler/community,I1FSWT,System-Tool SIG readme需要更新,"**这是一个bug还是新特性?**:

> 以下两者二选一，请保留一项: 
>
> - bug



**发生结果**:
readme第一句话有typo,"" **引入开系统** 管理工具到openEuler社区，提升OS管理效率。""
**期望结果**:

**如何重现（尽量详细）**:

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1FSWT,myeuler,[],nanster,2,2020-04-28 14:39:00
openeuler/community,I1FYIL,incorrect mail list address,"**Is this a BUG REPORT or FEATURE REQUEST?**:

> Uncomment only one, leave it on its own line: 
>
> - bug

**What happened**:
sigs have their mail lists in README.md, this will be printed on website(https://openeuler.org).

however, some of them are incorrect. they are:

| sigs | mail |
| ---- | ---- | 
| sig-CICD | crystal-ci@openeuler.org |
| sig-RISC-V | sig-RISC-V@openeuler.org |
| sig-ai-bigdata | sig-ai-bigdata@openeuler.org |
| sig-bounds_checking_function | function@openeuler.org |
| sig-golang | sig-golang@openeuler.org |
| sig-security-facility |facility@openeuler.org |

actually, the above lists are not existing on [mailweb](https://mailweb.openeuler.org/postorius/lists/)

**What you expected to happen**:
the link is right

**How to reproduce it (as minimally and precisely as possible)**:

**Anything else we need to know?**:

**Environment**:
- Version:
- OS (e.g. from /etc/os-release):
- Kernel (e.g. `uname -a`):
- Install tools:
- Others:
",https://gitee.com/openeuler/community/issues/I1FYIL,None,[],freesky-edward,5,2020-04-29 17:34:33
openeuler/community,I1GKNV,openEuler needs SIG for OpenCV,"这是一个特性请求：

期望结果:

openEuler下个版本中，可以支持OpenCV4及其新特性


",https://gitee.com/openeuler/community/issues/I1GKNV,solarhu,['kind/feature'],riskiest,3,2020-05-08 18:20:05
openeuler/community,I1GPGT,Base-service 下的src-openeuler/mongodb组有对应的联系人吗,"想了解 base-service sig组下面的 src-openeuler/mongodb 的相关情况，是否可以有对接人，在描述里面没有找到相关信息：
![输入图片说明](https://images.gitee.com/uploads/images/2020/0510/093557_a964595a_352304.png ""屏幕截图.png"")

![输入图片说明](https://images.gitee.com/uploads/images/2020/0510/093634_152981c5_352304.png ""屏幕截图.png"")",https://gitee.com/openeuler/community/issues/I1GPGT,None,[],doramart,4,2020-05-10 09:37:02
openeuler/community,I1GZ1L,rpmbuild -ba openssl.spec 编译报错,"**这是一个bug还是新特性?**:

bug

**发生结果**:

```
RPM build errors:
    Bad exit status from /var/tmp/rpm-tmp.AlrJEF (%install)
```

**期望结果**:

```
openssl build success
```

**如何重现（尽量详细）**:
按照文档执行编译操作：
https://gitee.com/openeuler/community/blob/master/zh/contributors/package-install.md

![输入图片说明](https://images.gitee.com/uploads/images/2020/0512/215544_87f09bf4_352304.png ""屏幕截图.png"")
**补充说明?**:

**环境情况**:

```
Linux host-15-0-0-234 4.19.90-2003.4.0.0036.oe1.aarch64 #1 SMP Mon Mar 23 19:06:43 UTC 2020 aarch64 aarch64 aarch64 GNU/Linux
```
",https://gitee.com/openeuler/community/issues/I1GZ1L,myeuler,['kind/bug'],doramart,4,2020-05-12 21:56:28
openeuler/community,I1GZ3H,apply maillist for sig-ai-bigdata,"Good luck, guys,
    Hmm, sig-ai-bigdata needs a maillist for daily affairs, i.e. development progress, issue discuss, meeting notifications, etc.
    Of course, some mails will make a copy for dev@openeuler.org and tc@openeuler.org.
Thank you.

@zerodefect @freesky-edward @zha_hw",https://gitee.com/openeuler/community/issues/I1GZ3H,myeuler,[],sinever,3,2020-05-12 22:43:41
openeuler/community,I1H2EH,bash core dump,"**这是一个bug还是新特性?**:

> 以下两者二选一，请保留一项: 
>
> - bug
>



**发生结果**:

![输入图片说明](https://images.gitee.com/uploads/images/2020/0513/164848_c1772974_5034211.png ""屏幕截图.png"")

**期望结果**:

程序正常执行

**如何重现（尽量详细）**:
```
javac Test.java
time java -Xcomp -XX:OnStackReplacePercentage=10000 -XX:MaxInlineLevel=1 -XX:MaxInlineSize=5 -XX:InlineSmallCode=20 -XX:CICompilerCount=2 Test &> /dev/null &
jstack $!

```
**补充说明?**:


![输入图片说明](https://images.gitee.com/uploads/images/2020/0513/165050_af19a326_5034211.png ""屏幕截图.png"")




**环境情况**:
- 版本:openEuler 20.03 (LTS)
- 操作系统版本 (e.g. from /etc/os-release):openEuler 20.03 (LTS)
- 内核版本 (e.g. `uname -a`):Linux jvmtest-96 4.19.90-2003.4.0.0036.oe1.aarch64 #1 SMP Mon Mar 23 19:06:43 UTC 2020 aarch64 aarch64 aarch64 GNU/Linux
- 其它:




",https://gitee.com/openeuler/community/issues/I1H2EH,jdkboy,[],speacher,4,2020-05-13 16:53:12
openeuler/community,I1HVFG,openEuler上如何使用闭源软件,"**这是一个bug还是新特性?**:
> - 特性

openEuler上如何使用闭源软件，
参考业界：https://rpmfusion.org/

fedora上如果使用闭源软件，官网会提供一个连接，https://fedoraproject.org/wiki/Interviews/RPMFusion
指向rpmfusion，说明如果使用第三方闭源软件，
可以从中立机构rpmfusion上获取。

请问openEuler在闭源软件这块是如果管理的。",https://gitee.com/openeuler/community/issues/I1HVFG,jimmy_hero,[],overweight,4,2020-05-21 09:57:35
openeuler/community,I1HWHK,sigs.yaml中有些软件包和sig描述的领域不符合，建议调整各个sig的责任人审视,"**Is this a BUG REPORT or FEATURE REQUEST?**:

> Uncomment only one, leave it on its own line: 
>
> - bug

**What happened**:
软件包归属领域和sig描述不符合
**What you expected to happen**:
问题单处理时选择不到合适的责任人
**How to reproduce it (as minimally and precisely as possible)**:
必现
**Anything else we need to know?**:
建议各个sig maintainer审视软件包领域是否正确，并与对应sig达成一致并发起变更。
如果无法达成一致，请填写如下文件，会有专人跟踪，并提交tc审核。
https://etherpad.openeuler.org/p/pkg_discussion_list

**Environment**:
- Others:
",https://gitee.com/openeuler/community/issues/I1HWHK,zerodefect,[],solarhu,3,2020-05-21 12:02:36
openeuler/community,I1HX0L,SIG主页面的标题、issue列表和Pull request显示功能均需要改进,"**这是一个bug**:
> - bug

**发生结果**:
通过浏览器进入每个SIG主页面后，如果此时再点击该主页中其他的功能项，如""Issue""\""Pull request""等，会产生三个问题：
第一，在主页面的顶部，没有任何信息显示当前工作在哪个SIG中，这样会导致当同时工作在多个SIG中时，导致SIG的混乱；
第二，当点击Issue时，此时显示的不是与该SIG相关的issue列表，而是公共的issue，这样会严重降低与该SIG相关的issue处理效率；
第三，当点击Pull request时，此时显示的不是与该SIG相关的Pull request列表，而是公共的Pull request，这样会严重降低与该SIG相关的问题处理效率

**期望结果**:
第一，在该SIG内，无论点击该页面中的哪个功能项，在该页面的顶部，均能显示当前工作的SIG名称；
第二，在该SIG内，当点击Issue时，均显示与该SIG相关的Issue，此时应该与common issue分别显示；
第三，在该SIG内，当点击Pull request时，均显示与该SIG相关的Pull request，此时应该与common Pull request分别显示；

**如何重现（尽量详细）**:
第一，比如点击进入SIG Application:
https://gitee.com/openeuler/community/tree/master/sig/Application
第二，点击该页面内的功能项.

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1HX0L,myeuler,[],strongtiger_001,5,2020-05-21 14:20:29
openeuler/community,I1I10C,bigdata sig的repository地址 未指定,"**这是一个bug还是新特性?**:
bug
> 以下两者二选一，请保留一项: 
>
> - bug
>  见主题
> - 特性


**发生结果**:

**期望结果**:

**如何重现（尽量详细）**:

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1I10C,myeuler,[],chxssg,1,2020-05-22 09:58:21
openeuler/community,I1I19X,gitee社区issue的状态中需要增加“遗留/挂起”这种issue状态，用于跟踪持续待讨论/遗留的问题,"**这是一个bug还是新特性?**:
> - 特性


**发生结果**:
issue状态中没有“遗留/挂起”这种问题状态，无法识别需要持续跟踪的issue

**期望结果**:
issue的状态中需要增加“遗留/挂起”这种issue状态，用于跟踪持续待讨论/遗留的问题

**如何重现（尽量详细）**:

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1I19X,freesky-edward,[],yaqiangchen,4,2020-05-22 10:23:14
openeuler/community,I1I6Y7,「外向型社区工作」具体如何参与,"阅读了[非代码类贡献](https://gitee.com/openeuler/community/blob/master/zh/contributors/non-code-contributions.md)之后，好像还是不清楚如何做这一块的工作。
- 是直接开一个issue把自己能做的写进去吗？
",https://gitee.com/openeuler/community/issues/I1I6Y7,myeuler,[],succpeking,2,2020-05-24 03:14:08
openeuler/community,I1I8OU,openEuler LTS和SP版本发布、软件包演进策略希望成立专门的sig组讨论，定期在社区召开版本例会，同步版本发布计划、需求计划及roadmap,"**Is this a BUG REPORT or FEATURE REQUEST?**:

> Uncomment only one, leave it on its own line: 
> - feature


诉求：
尽快成立release SIG，openEuler LTS和SP版本发布、软件包演进策略希望成立专门的sig组讨论，定期在社区召开版本例会，同步版本发布计划、需求计划及roadmap",https://gitee.com/openeuler/community/issues/I1I8OU,solarhu,[],overweight,4,2020-05-25 09:41:19
openeuler/community,I1I8QB,当前openEuler软件包数量有限，这里统计对openEuler集成软件包的诉求，夯实底座。,"**Is this a BUG REPORT or FEATURE REQUEST?**:
> - feature

在此issue的评论中，可以反馈希望openEuler集成的常用软件，反馈格式：
| software | Version | upstream                                          | release                  | detail                                                                       | others |  reason |
|----------|---------|---------------------------------------------------|--------------------------|------------------------------------------------------------------------------|--------|---|
| hellowrd | 1.0     | https://guides.github.com/activities/hello-world/ | devel(20.09)/LTS(22.03)? | The Hello World project is a time-honored tradition in computer programming. |        |  丰富基础软件包环境/增加图形库以便支持ukui/增加对大数据的支持等 |
|          |         |                                                   |                          |                                                                              |        |   |
|          |         |                                                   |                          |                                                                              |        |   |
|          |         |                                                   |                          |                                                                              |        |   |

",https://gitee.com/openeuler/community/issues/I1I8QB,solarhu,[],overweight,5,2020-05-25 09:45:44
openeuler/community,I1I9LO,cmake 不在  Base-service  SIG下,"**这是一个bug还是新特性?**:

> 以下两者二选一，请保留一项: 
>
> - bug

**发生结果**:
CMake 仓库代码提交后，审核人员名单是Networking SIG 下
**期望结果**:
CMake 仓库代码提交后，审核人员名单是Base-service SIG 下
**如何重现（尽量详细）**:
查看软件包分类可以发现此问题
**补充说明?**:
NA
**环境情况**:
- 版本:NA
- 操作系统版本 (e.g. from /etc/os-release):NA
- 内核版本 (e.g. `uname -a`):NA
- 其它:NA
",https://gitee.com/openeuler/community/issues/I1I9LO,None,[],licihua,4,2020-05-25 11:17:34
openeuler/community,I1IKES,the repository for SIG Application and SIG Programming-language has not been created yet,"**这是一个bug还是新特性?**:
> - 特性

**发生结果**:
the git repository should be created for every contributor

**期望结果**:
the git repository is created successfully

**如何重现（尽量详细）**:
the repository address should be declared in its own SIG web:
https://gitee.com/openeuler/community/tree/master/sig/Application 
https://gitee.com/openeuler/community/tree/master/sig/Programming-language

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1IKES,myeuler,[],strongtiger_001,4,2020-05-27 16:02:50
openeuler/community,I1IKUA,代码仓的release tag规则是什么,"**这是一个bug还是新特性?**:
- 特性


**发生结果**:
未找到代码仓的release tag规则和打tag规范
**期望结果**:
明确的代码仓tag规则和打tag规范
",https://gitee.com/openeuler/community/issues/I1IKUA,dogsheng,[],shanshishi,2,2020-05-27 16:55:58
openeuler/community,I1ILTL,openEuler上安装 bazel，问题咋解决,"**这是一个bug还是新特性?**:

> 以下两者二选一，请保留一项: 
>
 
> - 特性


**发生结果**: dnf install bazel
Last metadata expiration check: 0:09:12 ago on 2020年05月27日 星期三 19时39分53秒.
Error:
 Problem: package bazel-1.2.1-1.el8.aarch64 requires java-11-openjdk-devel, but none of the providers can be installed
  - conflicting requests
  - nothing provides java-11-openjdk(aarch-64) = 1:11.0.2.7-7.fc30 needed by java-11-openjdk-devel-1:11.0.2.7-7.fc30.aarch64
(try to add '--skip-broken' to skip uninstallable packages or '--nobest' to use not only best candidate packages)


**期望结果**:

**如何重现（尽量详细）**:用centOS 8的源

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1ILTL,myeuler,['kind/bug'],oldtree_GL,3,2020-05-27 19:50:20
openeuler/community,I1IO3F,实现C语言头文件ABI检查,"_标题_ 实现两个模块的C语言头文件ABI检查

_描述_ 庞大的开源软件在维护过程中，存在补丁合入，版本升级等操作，作为一个发行版本，需要知道这些修改的影响范围，以便确定对客户的影响。实现大概的过程如下：
入参：两次提交的代码目录
实现步骤：
1.对该目录下的.h文件的每一个变量和接口做校验和记录。特别注意结构体如果产生变化，对应引用接口校验和也要变化
2.对比两个目录的差异
3.差异内容格式化输出，展现具体的变化接口

_难度_ 高

_导师_ @solarhu 

_联系方式_ solar.hu@foxmail.com

_产出标准_
1.检查程序
2.执行时间在5S以内

_技术要求_
1.openEuler
2.熟悉C语言
3.熟悉git操作
4.可以用C/C++，python，java任一语言实现

_相关项目_",https://gitee.com/openeuler/community/issues/I1IO3F,solarhu,[],solarhu,1,2020-05-28 11:11:04
openeuler/community,I1ISYW,软件包版本号规则是什么?,"**这是一个bug还是新特性?**:
 - 特性
**发生结果**:
RPM软件包中oe1的标识代表的含义是什么？命名规则是什么？是不是表示openEuler 1.0,那么下个LTS版本如何命名oe2还是oe2203?

**期望结果**:
有明确的RPM包版本号规则
",https://gitee.com/openeuler/community/issues/I1ISYW,solarhu,[],shanshishi,2,2020-05-29 11:28:34
openeuler/community,I1IY20,apply to be one of the contributor,"**这是一个bug还是新特性?**:

> 以下两者二选一，请保留一项: 
>
>
> - 特性


**发生结果**:

**期望结果**:
申请成为Advisor的一个contributor, 方便进行fork和代码的合入。


**如何重现（尽量详细）**:

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1IY20,myeuler,[],myeuler,3,2020-05-30 18:47:10
openeuler/community,I1J4OD,Container sig and iSulad sig missing project list,"**这是一个bug还是新特性?**:

> 以下两者二选一，请保留一项: 
>
> - bug


Both Container sig and iSulad sig are missing basic information in readme doc.",https://gitee.com/openeuler/community/issues/I1J4OD,myeuler,[],fcwicky,3,2020-06-01 23:02:01
openeuler/community,I1JA40,LTS版本source包中存在.git冗余目录,"**这是一个bug还是新特性?**:
- bug
**发生结果**:
LTS版本source包中存在.git冗余目录，当前发现authz、kata-containers存在此问题，请从整体上解决。
source包获取路径：https://repo.openeuler.org/openEuler-20.03-LTS/source/Packages/",https://gitee.com/openeuler/community/issues/I1JA40,dogsheng,[],shanshishi,2,2020-06-03 09:29:42
openeuler/community,I1JF4V,增加 src 源码库格式说明文档,"**这是一个bug还是新特性?**:

> 以下两者二选一，请保留一项: 
>
> - 特性

以 src-openEuler/cloc 为例，目前包含 README, cloc.spec 和源码包 cloc-1.84.tar.gz，
是否所有 src repo 都应遵循此格式，需要文档加以说明。
建议在 [openEuler packaging guidelines](https://gitee.com/openeuler/community/blob/master/zh/contributors/packaging.md) 后面增加“后续工作”一节，引用 repo 格式文档，
帮助开发者在打完包后可以按照此标准将包提交给社区。",https://gitee.com/openeuler/community/issues/I1JF4V,myeuler,[],charlize,1,2020-06-04 09:37:54
openeuler/community,I1K0Z8,openeuler网页无法访问,"> - bug
https://openeuler.org/zh/blog.html
无法访问


**发生结果**:

**期望结果**:

**如何重现（尽量详细）**:

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1K0Z8,myeuler,['kind/bug'],softkiller,3,2020-06-09 15:01:34
openeuler/community,I1K12D,google无法搜索到openeuler的bugzilla,"bug
google无法搜索到openeuler的bugzilla; 在网站首页也无法找到入口;


**发生结果**:

**期望结果**:

**如何重现（尽量详细）**:

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1K12D,myeuler,[],softkiller,4,2020-06-09 15:05:29
openeuler/community,I1K1BG,docker hub网站的openeuler不是官方账号发布的,"bug
docker hub网站的openeuler不是官方账号发布的

**发生结果**:

**期望结果**:

**如何重现（尽量详细）**:

**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1K1BG,caihaomin,['kind/bug'],softkiller,11,2020-06-09 15:27:45
openeuler/community,I1K3Y3,packaging.md文件中有一个拼写错误,"- bug



**发生结果**:
https://gitee.com/openeuler/community/blob/master/zh/contributors/packaging.md
文件中有一个拼写错误：
$ rpmlint bello.spec
**期望结果**:
$ rpmlint hello-world.spec
**如何重现（尽量详细）**:
查看文件
**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1K3Y3,None,['kind/bug'],crodd,3,2020-06-10 09:51:01
openeuler/community,I1K5V7,支持yum-utils包,"这个包在做软件包很有用，比如可以用yum-builddep安装某个spec的依赖包, yumdownloader下载某个spec的source。

[1] https://src.fedoraproject.org/rpms/yum-utils
[2] https://linux.die.net/man/1/yum-utils

手动艾特System-tool sig的大佬们：
@solarhu @ruebb @AlexZ11 @small_leek @Charlie_Li @chenyanpanHW",https://gitee.com/openeuler/community/issues/I1K5V7,None,[],yikunkero,2,2020-06-10 15:07:31
openeuler/community,I1K60F,部分openeuler仓库源码还带有厂商标志,"**这是一个bug还是新特性?**:
bug

**发生结果**:
部分openeuler仓库源码还带有厂商标志，比如src-openEuler/pcs
**期望结果**:
站在开源的角度，所有开源软件源码主线分支均应采用最上游官网源码，不带有企业标志或个人定制，建议定制版本建单独分支
**如何重现（尽量详细）**:
查看src-openEuler/pcs仓库源码，发现图片是厂商标志
**补充说明?**:

**环境情况**:
- 版本:
- 操作系统版本 (e.g. from /etc/os-release):
- 内核版本 (e.g. `uname -a`):
- 其它:
",https://gitee.com/openeuler/community/issues/I1K60F,hjimmy,[],panchenbo,3,2020-06-10 15:20:05
openeuler/community,I1KFTO,libmicrohttpd-0.9.59外围包docker容器内rpmbuild编译失败,"**这是一个bug还是新特性?**: 

> 以下两者二选一，请保留一项: 
>
> - bug



**发生结果**:

[图片上传中…(image-lnTF7hgc6EWUf8Dwa7RI)]

```
PASS: test_str_compare
PASS: test_str_to_value
PASS: test_str_token
PASS: test_http_reasons
PASS: test_start_stop
PASS: test_daemon
FAIL: test_options
PASS: test_upgrade
PASS: test_upgrade_tls
PASS: test_postprocessor
PASS: test_postprocessor_large
PASS: test_postprocessor_amp
PASS: test_shutdown_select
PASS: test_shutdown_poll
============================================================================
Testsuite summary for GNU Libmicrohttpd 0.9.59
============================================================================
# TOTAL: 14
# PASS:  13
# SKIP:  0
# XFAIL: 0
# FAIL:  1
# XPASS: 0
# ERROR: 0
============================================================================
See src/microhttpd/test-suite.log
Please report to libmicrohttpd@gnu.org
============================================================================
make[4]: *** [Makefile:1544: test-suite.log] Error 1
make[4]: Leaving directory '/root/rpmbuild/BUILD/libmicrohttpd-0.9.59/src/microhttpd'
make[3]: *** [Makefile:1652: check-TESTS] Error 2
make[3]: Leaving directory '/root/rpmbuild/BUILD/libmicrohttpd-0.9.59/src/microhttpd'
make[2]: *** [Makefile:1831: check-am] Error 2
make[2]: Leaving directory '/root/rpmbuild/BUILD/libmicrohttpd-0.9.59/src/microhttpd'
make[1]: *** [Makefile:414: check-recursive] Error 1
make[1]: Leaving directory '/root/rpmbuild/BUILD/libmicrohttpd-0.9.59/src'
make: *** [Makefile:545: check-recursive] Error 1
error: Bad exit status from /var/tmp/rpm-tmp.mayle7 (%check)
```


**期望结果**:

编译成功

**如何重现（尽量详细）**:

```
yum install -y automake doxygen gettext-devel gnutls-devel libtool
rm -rf ~/rpmbuild/*
cd /opt/packages/
rpm -ivh libmicrohttpd-0.9.59-4.oe1.src.rpm
cd ~/rpmbuild/SPECS/
rpmbuild -ba libmicrohttpd.spec
```

**补充说明?**:

**环境情况**:
- 版本:openEuler 20.03 (LTS)
- 操作系统版本 (e.g. from /etc/os-release):openEuler 20.03 (LTS)
- 内核版本 (e.g. `uname -a`):Linux openEuler 4.19.36-vhulk1907.1.0.h619.eulerosv2r8.aarch64 #1 SMP Mon Jul 22 00:00:00 UTC 2019 aarch64 aarch64 aarch64 GNU/Linux
- 其它:
",https://gitee.com/openeuler/community/issues/I1KFTO,small_leek,['kind/bug'],speacher,3,2020-06-12 16:20:14
