Topic_40_20
"(10, '0.175*""社区"" + 0.169*""update"" + 0.095*""发布"" + 0.074*""建议"" + 0.054*""鲲鹏"" + 0.044*""回合"" + 0.042*""LTS"" + 0.040*""高"" + 0.028*""卸载"" + 0.012*""perl"" + 0.010*""策略"" + 0.008*""openEulerLTS"" + 0.006*""tar"" + 0.005*""software"" + 0.005*""\\"" + 0.004*""一下"" + 0.004*""清单"" + 0.004*""全量"" + 0.004*""src-openeuler"" + 0.004*""订阅""')"
"(11, '0.409*""spec"" + 0.365*""master"" + 0.047*""工程"" + 0.042*""影响"" + 0.004*""fedora"" + 0.003*""一致性"" + 0.003*""tools"" + 0.002*""2.5.0"" + 0.002*""C"" + 0.002*""转换"" + 0.002*""采集"" + 0.002*""隔离"" + 0.002*""module"" + 0.001*""cloud"" + 0.001*""plan"" + 0.001*""健康"" + 0.001*""BMC"" + 0.001*""确定"" + 0.001*""src-"" + 0.001*""强""')"
"(12, '0.231*""需要"" + 0.058*""空仓"" + 0.056*""upgrade"" + 0.042*""补充"" + 0.042*""源码"" + 0.041*""上游"" + 0.040*""初始"" + 0.033*""化"" + 0.032*""维护"" + 0.023*""停止"" + 0.018*""应该"" + 0.015*""dnf"" + 0.014*""会议"" + 0.012*""清理"" + 0.012*""适配"" + 0.011*""明确"" + 0.011*""切换"" + 0.009*""无用"" + 0.008*""编码"" + 0.008*""Please""')"
"(13, '0.215*""构建"" + 0.159*""patch"" + 0.091*""时间"" + 0.076*""优化"" + 0.068*""gdb"" + 0.061*""长"" + 0.049*""需要"" + 0.044*""软件包"" + 0.032*""Mainline"" + 0.006*""合理"" + 0.006*""License"" + 0.005*""读取"" + 0.004*""恢复"" + 0.003*""missing"" + 0.003*""function"" + 0.003*""疑问"" + 0.002*""How"" + 0.002*""inconsistencies"" + 0.002*""Resolve"" + 0.002*""严重""')"
"(14, '0.186*""失败"" + 0.172*""编译"" + 0.103*""没有"" + 0.069*""源码"" + 0.064*""中"" + 0.058*""导致"" + 0.027*""一致"" + 0.026*""太"" + 0.019*""分支"" + 0.017*""获取"" + 0.015*""环境"" + 0.014*""时"" + 0.012*""x86"" + 0.012*""kdump"" + 0.009*""保持"" + 0.007*""架构"" + 0.007*""清退"" + 0.004*""secGear"" + 0.004*""开机"" + 0.004*""发生""')"
"(15, '0.086*""安全"" + 0.084*""异常"" + 0.078*""处理"" + 0.067*""error"" + 0.046*""生成"" + 0.037*""漏洞"" + 0.032*""rpmbuild"" + 0.029*""问题"" + 0.027*""访问"" + 0.024*""使用"" + 0.016*""设备"" + 0.015*""类型"" + 0.013*""导入"" + 0.011*""依赖包"" + 0.010*""丢失"" + 0.008*""语言"" + 0.006*""人工"" + 0.006*""template"" + 0.005*""放入"" + 0.004*""Rust""')"
"(16, '0.103*""未"" + 0.073*""进行"" + 0.052*""参数"" + 0.031*""issue"" + 0.031*""操作"" + 0.031*""时"" + 0.027*""显示"" + 0.025*""使用"" + 0.025*""配置"" + 0.023*""出错"" + 0.022*""指导"" + 0.021*""qemu"" + 0.020*""密码"" + 0.020*""20.09-"" + 0.017*""python3"" + 0.015*""实际"" + 0.014*""beta"" + 0.013*""失效"" + 0.013*""做"" + 0.013*""cve""')"
"(17, '0.225*""version"" + 0.074*""remove"" + 0.034*""解析"" + 0.031*""service"" + 0.028*""路径"" + 0.028*""下载"" + 0.024*""工作"" + 0.024*""network"" + 0.022*""无效"" + 0.020*""Failed"" + 0.016*""stop"" + 0.013*""start"" + 0.012*""X86"" + 0.008*""--"" + 0.007*""第三"" + 0.006*""合"" + 0.006*""openssh"" + 0.006*""入"" + 0.006*""指针"" + 0.006*""业务""')"
"(18, '0.457*""repository"" + 0.345*""yaml"" + 0.011*""SIG"" + 0.010*""关系"" + 0.009*""里面"" + 0.008*""平台"" + 0.008*""gcc"" + 0.005*""riscv"" + 0.004*""mariadb"" + 0.003*""20"" + 0.003*""统计"" + 0.003*""匹配"" + 0.003*""归档"" + 0.002*""+"" + 0.002*""模型"" + 0.001*""clang"" + 0.001*""09"" + 0.001*""戳"" + 0.001*""用户名"" + 0.001*""频率""')"
"(19, '0.321*""包"" + 0.156*""软件"" + 0.141*""引入"" + 0.100*""仓库"" + 0.040*""申请"" + 0.028*""提供"" + 0.016*""两"" + 0.012*""fuzz"" + 0.011*""名称"" + 0.006*""兼容性"" + 0.006*""邮件"" + 0.004*""2020"" + 0.003*""数量"" + 0.003*""一个"" + 0.003*""binutils"" + 0.003*""周"" + 0.002*""推送"" + 0.002*""范围"" + 0.002*""coreutils"" + 0.002*""主机""')"
"(20, '0.204*""初始化"" + 0.098*""镜像"" + 0.066*""管理"" + 0.037*""容器"" + 0.035*""运行"" + 0.026*""docker"" + 0.024*""isula"" + 0.024*""x86_64"" + 0.020*""image"" + 0.020*""脚本"" + 0.019*""使用"" + 0.018*""python"" + 0.018*""去除"" + 0.011*""systemctl"" + 0.010*""golang"" + 0.010*""maven"" + 0.008*""devicemapper"" + 0.008*""load"" + 0.007*""方法"" + 0.007*""集群""')"
"(21, '0.243*""中"" + 0.074*""稳定"" + 0.066*""rpm"" + 0.042*""检查"" + 0.040*""地址"" + 0.035*""存在"" + 0.034*""repo"" + 0.029*""建议"" + 0.028*""openEuler-20.03-LTS"" + 0.027*""source"" + 0.026*""obs"" + 0.025*""license"" + 0.021*""正确"" + 0.020*""确认"" + 0.019*""数据库"" + 0.012*""Add"" + 0.011*""当前"" + 0.009*""git"" + 0.009*""风险"" + 0.007*""签名""')"
"(22, '0.135*""文档"" + 0.076*""迁移"" + 0.047*""查询"" + 0.036*"""""" + 0.028*""说明"" + 0.026*""函数"" + 0.022*""热"" + 0.017*""里"" + 0.016*""不同"" + 0.015*""描述"" + 0.015*""判断"" + 0.015*""CPU"" + 0.012*""成"" + 0.011*""大量"" + 0.011*""repo源"" + 0.010*""c"" + 0.010*""资料"" + 0.010*""overflow"" + 0.009*""项"" + 0.009*""字""')"
"(23, '0.124*""问题"" + 0.066*""存在"" + 0.065*""arm"" + 0.059*""提示"" + 0.046*""用户"" + 0.036*""冲突"" + 0.034*""模块"" + 0.032*""时"" + 0.029*""接口"" + 0.028*""权限"" + 0.025*""链接"" + 0.024*""指定"" + 0.022*""项目"" + 0.020*""部署"" + 0.016*""\'"" + 0.015*""iso"" + 0.013*""汇总"" + 0.012*""ERROR"" + 0.011*""nginx"" + 0.010*""普通""')"
"(24, '0.141*""启动"" + 0.115*""失败"" + 0.104*""服务"" + 0.078*""20.03LTS"" + 0.075*""openEuler"" + 0.064*""SP1"" + 0.038*""默认"" + 0.033*""虚拟机"" + 0.026*""20.03-LTS-SP1"" + 0.022*""过程"" + 0.019*""测试"" + 0.016*""aarch64"" + 0.013*""找"" + 0.011*""现"" + 0.010*""必"" + 0.008*""概率性"" + 0.008*""20.03-SP1"" + 0.005*""卡死"" + 0.005*""证书"" + 0.005*""引导""')"
"(25, '0.123*""报错"" + 0.119*""21.03"" + 0.104*""补丁"" + 0.102*"":"" + 0.041*""部分"" + 0.036*""build"" + 0.032*""failed"" + 0.029*""Lack"" + 0.027*""物理机"" + 0.021*""code"" + 0.020*""出现"" + 0.018*""缺失"" + 0.017*""报"" + 0.016*""二进制"" + 0.014*""20.03-SP1"" + 0.014*""时"" + 0.011*""x86"" + 0.009*""错"" + 0.008*""command"" + 0.006*""size""')"
"(26, '0.283*""软件包"" + 0.135*""测试"" + 0.105*""添加"" + 0.052*""中"" + 0.018*""性能"" + 0.017*""sig"" + 0.016*""readme"" + 0.013*""出现"" + 0.013*""移动"" + 0.011*""组"" + 0.011*""RISC-V"" + 0.010*""ip"" + 0.008*""希望"" + 0.008*""多余"" + 0.008*""memory"" + 0.005*""更改"" + 0.005*""中断"" + 0.004*""new"" + 0.004*""fio"" + 0.004*""numa""')"
"(27, '0.285*""file"" + 0.132*""请"" + 0.111*""完成"" + 0.107*""前"" + 0.093*""构建"" + 0.081*""-"" + 0.075*""缺少"" + 0.007*""found"" + 0.006*""Next"" + 0.005*""修复"" + 0.003*""移植"" + 0.002*""限制"" + 0.002*""控制台"" + 0.002*""osc"" + 0.002*""继续"" + 0.001*""RPM"" + 0.001*""work"" + 0.001*""qcow2"" + 0.001*""个数"" + 0.001*""优先级""')"
"(28, '0.376*""安装"" + 0.181*""缺少"" + 0.023*""20.09"" + 0.022*""x86"" + 0.015*""正常"" + 0.014*""使用"" + 0.013*""衰退"" + 0.011*""卡住"" + 0.011*""branch"" + 0.011*""20.03-LTS-SP1"" + 0.009*""输入"" + 0.009*""iSulad"" + 0.008*""时"" + 0.007*""间"" + 0.007*""端口"" + 0.007*""包含"" + 0.006*""日"" + 0.006*""段"" + 0.005*""perf"" + 0.005*""更换""')"
"(29, '0.312*""url"" + 0.165*""wrong"" + 0.112*""执行"" + 0.080*""命令"" + 0.039*""例"" + 0.032*""报错"" + 0.013*""x86/arm"" + 0.011*""selinux"" + 0.011*""20.09-beta"" + 0.007*""2021"" + 0.006*""非"" + 0.005*""导出"" + 0.005*""isula-build"" + 0.005*""字体"" + 0.004*""语法"" + 0.004*""控制"" + 0.004*""临时"" + 0.004*""反复"" + 0.004*""第一"" + 0.003*""import""')"
"(30, '0.288*""引入"" + 0.072*""选项"" + 0.028*""模式"" + 0.027*""网卡"" + 0.022*""coredump"" + 0.017*""流程"" + 0.014*""兼容"" + 0.014*""机器"" + 0.012*""调整"" + 0.009*""对接"" + 0.007*""py"" + 0.007*""文本"" + 0.007*""cache"" + 0.007*""grub"" + 0.007*""5.10"" + 0.006*""upstream"" + 0.006*""看到"" + 0.006*""1822"" + 0.006*""mem"" + 0.005*""条件""')"
"(31, '0.300*""文件"" + 0.084*""更新"" + 0.073*""配置"" + 0.054*""pkgship"" + 0.047*""相关"" + 0.034*""工具"" + 0.030*""源码包"" + 0.029*""仓"" + 0.025*""状态"" + 0.021*""数据"" + 0.018*""关闭"" + 0.013*""制作"" + 0.010*""生效"" + 0.008*""server"" + 0.008*""收集"" + 0.008*""树莓派"" + 0.007*""能力"" + 0.005*""自动化"" + 0.005*""发行版"" + 0.005*""特殊""')"
"(32, '0.250*""invalid"" + 0.082*""add"" + 0.047*""support"" + 0.046*""kernel"" + 0.025*""连接"" + 0.025*""README"" + 0.023*""="" + 0.020*""page"" + 0.016*""md"" + 0.009*""case"" + 0.009*""link"" + 0.008*""卡顿"" + 0.006*""不再"" + 0.006*""长稳"" + 0.006*""virsh"" + 0.006*""ssh"" + 0.005*""华为"" + 0.004*""有效"" + 0.004*""wiki"" + 0.003*""完全""')"
"(33, '0.304*""tracking"" + 0.061*""内存"" + 0.061*""功能"" + 0.058*""需"" + 0.029*""开启"" + 0.026*""退出"" + 0.024*""20.09-beta"" + 0.013*""泄漏"" + 0.010*""全"" + 0.009*""enable"" + 0.009*""增强"" + 0.008*""mysql"" + 0.008*""改进"" + 0.008*""create"" + 0.007*""非法"" + 0.005*""setup"" + 0.004*""关注"" + 0.003*""apparmor"" + 0.003*""G1"" + 0.003*""入门""')"
"(34, '0.373*""["" + 0.372*""]"" + 0.039*""package"" + 0.013*""VM"" + 0.011*""申请"" + 0.011*""鹏城"" + 0.010*""实验室"" + 0.008*""rpm包"" + 0.007*""友好"" + 0.005*""feature"" + 0.005*""超时"" + 0.005*""need"" + 0.003*""磁盘"" + 0.003*""shell"" + 0.003*""加密"" + 0.002*""backport"" + 0.002*""合并"" + 0.001*""划分"" + 0.001*""拷贝"" + 0.001*""loading""')"
"(35, '0.084*""无法"" + 0.062*""系统"" + 0.062*""使用"" + 0.057*""会"" + 0.050*""出现"" + 0.049*""时"" + 0.040*""已经"" + 0.033*""重启"" + 0.033*""界面"" + 0.026*""设置"" + 0.022*""导致"" + 0.020*""成功"" + 0.019*""开发"" + 0.016*""次"" + 0.015*""网络"" + 0.014*""登录"" + 0.013*""带"" + 0.012*""显示"" + 0.012*""点击"" + 0.012*""情况""')"
"(36, '0.148*""LTS"" + 0.113*""SP2"" + 0.094*""arm/x86"" + 0.063*""20.03"" + 0.061*""内核"" + 0.023*""识别"" + 0.021*""磁盘"" + 0.019*""sp1"" + 0.017*""20.09"" + 0.015*""SP1"" + 0.015*""树莓"" + 0.015*""派"" + 0.011*""应用"" + 0.011*""挂载"" + 0.010*""替换"" + 0.010*""英文"" + 0.009*""info"" + 0.008*""显示"" + 0.008*""UKUI"" + 0.008*""tag""')"
"(37, '0.139*""错误"" + 0.135*""信息"" + 0.081*""空"" + 0.067*""当前"" + 0.044*""日志"" + 0.032*""低"" + 0.025*""时"" + 0.017*""存在"" + 0.017*""打印"" + 0.014*""The"" + 0.014*""降级"" + 0.012*""任务"" + 0.011*""计划"" + 0.010*""全量"" + 0.010*""最小化"" + 0.008*""库"" + 0.007*""warning"" + 0.006*""设备"" + 0.006*""dpdk"" + 0.006*""No""')"
"(38, '0.320*""整改"" + 0.093*""yum"" + 0.072*""手册"" + 0.047*""install"" + 0.025*""test"" + 0.019*""合适"" + 0.015*""验证"" + 0.015*""变量"" + 0.015*""方案"" + 0.007*""逻辑"" + 0.007*""device"" + 0.007*""下面"" + 0.006*""结构"" + 0.006*""泄露"" + 0.005*""gc"" + 0.004*""提"" + 0.004*""valgrind"" + 0.003*""jenkins"" + 0.003*""needs"" + 0.003*""顶部""')"
"(39, '0.577*""依赖"" + 0.054*""20.03-LTS-SP2"" + 0.034*""用例"" + 0.013*""虚拟"" + 0.010*""src"" + 0.010*""找到"" + 0.008*""符合"" + 0.008*""message"" + 0.008*""机"" + 0.006*""system"" + 0.006*""cannot"" + 0.006*""没"" + 0.005*""web"" + 0.005*""A"" + 0.004*""forLTS"" + 0.004*""bash"" + 0.004*""设计"" + 0.003*""core"" + 0.003*""Kubernetes"" + 0.003*""内部""')"
