user_name,user_label,user_comment_time
angela7,CVE/UNFIXED,2021-06-07T14:09:38+08:00
angela7,CVE/UNFIXED,2021-06-07T14:09:45+08:00
angela7,CVE/UNFIXED,2021-06-07T14:12:34+08:00
angela7,CVE/UNFIXED,2021-06-07T14:15:19+08:00
angela7,CVE/UNFIXED,2021-06-07T14:16:01+08:00
angela7,CVE/UNFIXED,2021-06-07T14:16:24+08:00
angela7,CVE/UNFIXED,2021-06-07T14:16:33+08:00
angela7,CVE/UNFIXED,2021-06-07T14:17:22+08:00
angela7,CVE/UNFIXED,2021-06-07T14:17:44+08:00
angela7,CVE/UNFIXED,2021-06-07T14:18:05+08:00
angela7,CVE/UNFIXED,2021-06-07T14:18:19+08:00
angela7,CVE/UNFIXED,2021-06-07T14:18:54+08:00
angela7,CVE/UNFIXED,2021-06-07T14:25:05+08:00
angela7,CVE/UNFIXED,2021-06-07T14:25:14+08:00
angela7,CVE/UNFIXED,2021-06-07T14:25:27+08:00
angela7,CVE/UNFIXED,2021-06-07T14:25:36+08:00
angela7,CVE/UNFIXED,2021-06-07T14:25:57+08:00
angela7,CVE/UNFIXED,2021-06-07T14:26:28+08:00
angela7,CVE/UNFIXED,2021-06-07T14:26:39+08:00
angela7,CVE/UNFIXED,2021-06-07T14:26:47+08:00
angela7,CVE/UNFIXED,2021-06-07T14:27:01+08:00
angela7,CVE/UNFIXED,2021-06-07T14:27:13+08:00
angela7,CVE/UNFIXED,2021-06-07T14:27:27+08:00
angela7,CVE/UNFIXED,2021-06-07T14:27:35+08:00
angela7,CVE/FIXED,2020-12-15T09:17:44+08:00
angela7,CVE/FIXED,2020-12-15T09:18:04+08:00
angela7,CVE/FIXED,2021-02-23T14:28:24+08:00
angela7,CVE/UNAFFECTED,2021-01-06T10:51:42+08:00
angela7,CVE/UNAFFECTED,2021-03-11T15:36:34+08:00
angela7,CVE/FIXED,2020-11-26T16:51:12+08:00
angela7,CVE/FIXED,2020-11-28T09:41:07+08:00
angela7,CVE/FIXED,2020-11-26T16:51:05+08:00
angela7,CVE/FIXED,2020-11-28T09:40:55+08:00
angela7,CVE/FIXED,2020-11-26T16:50:56+08:00
angela7,CVE/FIXED,2020-11-28T09:40:41+08:00
angela7,CVE/FIXED,2020-11-26T16:53:01+08:00
angela7,CVE/FIXED,2020-11-28T09:40:31+08:00
angela7,CVE/FIXED,2020-11-26T16:50:22+08:00
angela7,CVE/FIXED,2020-11-28T09:40:14+08:00
angela7,CVE/FIXED,2020-11-26T16:48:45+08:00
angela7,CVE/FIXED,2020-11-28T09:39:58+08:00
angela7,CVE/FIXED,2020-11-26T16:49:01+08:00
angela7,CVE/FIXED,2020-11-28T09:38:53+08:00
angela7,CVE/FIXED,2020-11-26T16:46:58+08:00
angela7,CVE/FIXED,2020-11-28T09:38:44+08:00
angela7,CVE/FIXED,2020-11-26T16:46:35+08:00
angela7,CVE/FIXED,2020-11-28T09:38:34+08:00
angela7,CVE/FIXED,2020-11-26T16:46:26+08:00
angela7,CVE/FIXED,2020-11-28T09:38:21+08:00
angela7,CVE/FIXED,2020-11-26T16:45:33+08:00
angela7,CVE/FIXED,2020-11-28T09:38:04+08:00
angela7,CVE/FIXED,2020-11-27T09:48:53+08:00
angela7,CVE/FIXED,2020-11-28T09:37:51+08:00
angela7,CVE/FIXED,2020-11-26T16:44:55+08:00
angela7,CVE/FIXED,2020-11-28T09:35:27+08:00
angela7,CVE/FIXED,2020-11-26T16:44:48+08:00
angela7,CVE/FIXED,2020-11-28T09:35:04+08:00
angela7,CVE/FIXED,2020-11-26T16:44:42+08:00
angela7,CVE/FIXED,2020-11-28T09:34:34+08:00
angela7,CVE/FIXED,2020-11-26T16:42:00+08:00
angela7,CVE/FIXED,2020-11-28T09:33:43+08:00
angela7,CVE/FIXED,2020-11-26T16:40:47+08:00
angela7,CVE/FIXED,2020-11-28T09:32:40+08:00
angela7,CVE/FIXED,2020-11-26T16:38:41+08:00
angela7,CVE/FIXED,2020-11-28T09:29:01+08:00
angela7,CVE/FIXED,2020-11-26T16:35:24+08:00
angela7,CVE/FIXED,2020-11-28T09:28:31+08:00
angela7,CVE/UNAFFECTED,2020-11-26T16:36:34+08:00
angela7,CVE/UNAFFECTED,2020-11-28T09:27:57+08:00
angela7,CVE/FIXED,2020-11-26T16:34:34+08:00
angela7,CVE/FIXED,2020-11-28T09:27:33+08:00
angela7,CVE/UNAFFECTED,2020-11-26T16:34:04+08:00
angela7,CVE/UNAFFECTED,2020-11-28T09:27:12+08:00
angela7,CVE/FIXED,2020-11-26T16:32:28+08:00
angela7,CVE/FIXED,2020-11-28T09:26:33+08:00
angela7,CVE/FIXED,2020-11-26T16:32:17+08:00
angela7,CVE/FIXED,2020-11-28T09:26:12+08:00
angela7,CVE/UNAFFECTED,2020-11-26T16:32:11+08:00
angela7,CVE/UNAFFECTED,2020-11-28T09:25:49+08:00
angela7,CVE/FIXED,2020-11-26T16:29:31+08:00
angela7,CVE/FIXED,2020-11-28T09:25:19+08:00
angela7,CVE/UNAFFECTED,2020-11-26T16:29:06+08:00
angela7,CVE/UNAFFECTED,2020-11-28T09:24:44+08:00
angela7,CVE/UNAFFECTED,2020-11-26T16:28:41+08:00
angela7,CVE/UNAFFECTED,2020-11-28T09:24:24+08:00
angela7,CVE/FIXED,2020-11-26T16:27:30+08:00
angela7,CVE/FIXED,2020-11-28T09:23:49+08:00
angela7,CVE/FIXED,2020-11-26T16:27:19+08:00
angela7,CVE/FIXED,2020-11-28T09:23:32+08:00
angela7,CVE/FIXED,2020-11-26T16:20:39+08:00
angela7,CVE/FIXED,2020-11-28T09:22:50+08:00
angela7,CVE/FIXED,2020-11-26T16:19:59+08:00
angela7,CVE/FIXED,2020-11-28T09:22:10+08:00
angela7,CVE/FIXED,2020-11-26T16:19:51+08:00
angela7,CVE/FIXED,2020-11-28T09:21:49+08:00
angela7,CVE/FIXED,2020-11-26T16:19:29+08:00
angela7,CVE/FIXED,2020-11-28T09:21:28+08:00
angela7,CVE/FIXED,2020-11-26T16:15:52+08:00
angela7,CVE/FIXED,2020-11-28T09:21:12+08:00
angela7,CVE/FIXED,2020-11-26T16:12:45+08:00
angela7,CVE/FIXED,2020-11-28T09:20:05+08:00
angela7,CVE/FIXED,2020-11-26T16:09:11+08:00
angela7,CVE/FIXED,2020-11-28T09:19:47+08:00
angela7,CVE/FIXED,2020-11-26T16:08:59+08:00
angela7,CVE/FIXED,2020-11-28T09:19:09+08:00
angela7,CVE/FIXED,2020-11-26T16:08:21+08:00
angela7,CVE/FIXED,2020-11-28T09:18:42+08:00
angela7,CVE/FIXED,2020-11-26T16:08:29+08:00
angela7,CVE/FIXED,2020-11-28T09:18:07+08:00
angela7,CVE/FIXED,2020-11-26T15:00:04+08:00
angela7,CVE/FIXED,2020-11-28T09:17:48+08:00
angela7,CVE/FIXED,2020-11-26T14:58:22+08:00
angela7,CVE/FIXED,2020-11-28T09:17:31+08:00
angela7,CVE/FIXED,2020-11-26T14:56:55+08:00
angela7,CVE/FIXED,2020-11-28T09:16:46+08:00
angela7,CVE/UNAFFECTED,2020-11-26T14:47:47+08:00
angela7,CVE/UNAFFECTED,2020-11-28T09:15:58+08:00
angela7,CVE/FIXED,2020-11-26T14:35:54+08:00
angela7,CVE/FIXED,2020-11-28T09:15:36+08:00
angela7,CVE/FIXED,2020-11-26T14:29:56+08:00
angela7,CVE/FIXED,2020-11-28T09:15:15+08:00
angela7,CVE/FIXED,2020-12-16T09:48:46+08:00
angela7,CVE/FIXED,2020-12-16T09:46:08+08:00
angela7,CVE/FIXED,2020-12-16T09:50:02+08:00
angela7,CVE/FIXED,2020-12-16T09:45:45+08:00
angela7,CVE/FIXED,2020-12-16T09:49:25+08:00
angela7,CVE/FIXED,2020-12-16T09:44:20+08:00
angela7,CVE/FIXED,2021-01-13T10:29:33+08:00
angela7,CVE/UNAFFECTED,2021-02-25T14:20:48+08:00
angela7,CVE/UNAFFECTED,2021-02-25T14:19:30+08:00
angela7,CVE/UNAFFECTED,2021-03-19T14:18:01+08:00
angela7,CVE/FIXED,2020-12-10T09:53:57+08:00
angela7,CVE/FIXED,2021-01-12T11:25:11+08:00
angela7,CVE/FIXED,2020-10-30T15:41:43+08:00
angela7,CVE/FIXED,2020-10-30T15:27:31+08:00
angela7,CVE/UNFIXED,2020-10-31T14:27:18+08:00
angela7,CVE/FIXED,2020-10-30T15:41:02+08:00
angela7,CVE/FIXED,2021-04-06T14:16:04+08:00
angela7,CVE/FIXED,2021-04-06T14:19:49+08:00
angela7,CVE/UNAFFECTED,2021-04-06T11:47:32+08:00
angela7,CVE/FIXED,2021-05-20T15:52:03+08:00
angela7,CVE/UNAFFECTED,2021-04-12T10:23:59+08:00
angela7,CVE/UNAFFECTED,2021-01-14T14:31:51+08:00
angela7,CVE/UNAFFECTED,2021-01-14T16:56:46+08:00
angela7,CVE/UNFIXED,2021-04-12T19:24:27+08:00
angela7,CVE/UNFIXED,2020-10-31T14:14:49+08:00
angela7,CVE/FIXED,2020-10-30T15:33:26+08:00
angela7,CVE/UNAFFECTED,2021-06-15T16:20:55+08:00
angela7,CVE/UNAFFECTED,2021-06-15T16:15:34+08:00
angela7,CVE/UNAFFECTED,2021-06-15T16:17:38+08:00
angela7,CVE/UNAFFECTED,2021-06-15T16:18:00+08:00
angela7,CVE/FIXED,2020-12-17T10:21:22+08:00
angela7,CVE/FIXED,2020-12-17T10:29:40+08:00
angela7,CVE/UNFIXED,2021-03-03T11:18:49+08:00
angela7,CVE/UNFIXED,2021-03-03T11:19:56+08:00
angela7,CVE/UNFIXED,2021-03-03T11:21:06+08:00
angela7,CVE/UNFIXED,2020-10-31T14:33:31+08:00
angela7,CVE/UNFIXED,2020-10-31T14:32:28+08:00
angela7,CVE/UNFIXED,2020-10-31T14:32:10+08:00
angela7,CVE/UNFIXED,2020-10-31T14:31:50+08:00
angela7,CVE/UNFIXED,2020-10-31T14:30:59+08:00
angela7,CVE/UNFIXED,2020-10-31T14:30:39+08:00
angela7,CVE/FIXED,2021-01-12T11:49:38+08:00
angela7,CVE/FIXED,2021-01-12T11:50:19+08:00
angela7,CVE/FIXED,2021-01-12T11:44:23+08:00
angela7,CVE/FIXED,2021-01-12T11:45:18+08:00
angela7,CVE/FIXED,2021-01-13T10:56:17+08:00
angela7,CVE/UNFIXED,2021-03-17T10:42:28+08:00
angela7,CVE/FIXED,2021-03-22T20:06:23+08:00
angela7,CVE/UNAFFECTED,2021-03-05T10:57:38+08:00
angela7,CVE/UNAFFECTED,2021-01-06T10:30:18+08:00
angela7,CVE/FIXED,2021-01-14T16:16:37+08:00
angela7,CVE/FIXED,2021-01-15T09:31:57+08:00
angela7,CVE/FIXED,2021-01-15T09:32:15+08:00
angela7,CVE/UNFIXED,2020-10-31T14:12:38+08:00
angela7,CVE/FIXED,2020-10-30T15:33:00+08:00
angela7,CVE/FIXED,2021-01-19T21:02:55+08:00
angela7,CVE/FIXED,2021-03-10T15:39:38+08:00
angela7,CVE/FIXED,2021-03-10T15:38:07+08:00
angela7,CVE/FIXED,2021-04-09T10:57:22+08:00
angela7,CVE/FIXED,2021-04-09T11:11:44+08:00
angela7,CVE/FIXED,2021-04-09T11:12:55+08:00
angela7,CVE/FIXED,2021-04-09T17:42:56+08:00
angela7,CVE/UNAFFECTED,2021-04-14T15:56:45+08:00
angela7,CVE/UNAFFECTED,2021-04-14T15:58:06+08:00
angela7,CVE/UNAFFECTED,2021-04-09T11:06:29+08:00
angela7,CVE/FIXED,2020-10-30T15:40:29+08:00
angela7,CVE/UNFIXED,2020-10-31T14:17:52+08:00
angela7,CVE/FIXED,2021-06-02T14:44:42+08:00
angela7,CVE/FIXED,2021-06-02T14:45:29+08:00
angela7,CVE/FIXED,2021-06-02T14:47:11+08:00
angela7,CVE/FIXED,2021-05-28T17:02:33+08:00
angela7,CVE/FIXED,2021-05-28T16:15:53+08:00
angela7,CVE/FIXED,2021-05-28T16:17:58+08:00
angela7,CVE/UNAFFECTED,2020-11-20T11:42:17+08:00
angela7,CVE/UNAFFECTED,2021-01-13T10:31:25+08:00
angela7,CVE/UNAFFECTED,2021-01-13T11:19:10+08:00
angela7,CVE/UNAFFECTED,2021-01-13T11:23:28+08:00
angela7,CVE/UNAFFECTED,2021-01-11T11:28:59+08:00
angela7,CVE/UNAFFECTED,2021-01-13T10:39:58+08:00
angela7,CVE/FIXED,2020-10-30T15:41:24+08:00
angela7,CVE/UNAFFECTED,2021-03-11T09:27:07+08:00
angela7,CVE/UNFIXED,2020-10-31T14:20:19+08:00
angela7,CVE/FIXED,2021-03-22T14:42:39+08:00
angela7,CVE/UNFIXED,2021-04-02T15:46:16+08:00
angela7,CVE/UNAFFECTED,2021-02-08T17:02:07+08:00
angela7,CVE/FIXED,2020-11-20T11:49:54+08:00
angela7,CVE/FIXED,2020-11-19T16:18:04+08:00
angela7,CVE/FIXED,2020-11-20T09:10:05+08:00
angela7,CVE/FIXED,2020-11-21T15:29:37+08:00
angela7,CVE/FIXED,2020-11-21T15:31:51+08:00
angela7,CVE/FIXED,2020-11-19T15:39:56+08:00
angela7,CVE/FIXED,2020-11-19T15:41:29+08:00
angela7,CVE/UNAFFECTED,2020-12-18T09:13:42+08:00
angela7,CVE/UNAFFECTED,2020-12-17T19:29:04+08:00
angela7,CVE/UNAFFECTED,2020-12-17T19:27:37+08:00
angela7,CVE/UNFIXED,2021-04-02T15:44:33+08:00
angela7,sig/Kernel,2021-07-28T08:50:43+08:00
angela7,CVE/FIXED,2021-07-28T08:50:43+08:00
angela7,CVE/UNFIXED,2020-10-31T14:19:30+08:00
angela7,CVE/FIXED,2020-10-30T09:36:18+08:00
angela7,CVE/UNFIXED,2020-10-31T14:23:08+08:00
angela7,CVE/UNFIXED,2020-10-31T14:19:57+08:00
angela7,CVE/UNFIXED,2020-11-17T10:58:13+08:00
angela7,CVE/UNFIXED,2020-11-17T10:59:12+08:00
angela7,CVE/UNFIXED,2020-11-17T11:01:22+08:00
angela7,CVE/FIXED,2020-12-15T19:47:08+08:00
angela7,CVE/UNFIXED,2021-04-02T15:47:48+08:00
angela7,CVE/FIXED,2021-06-01T15:25:54+08:00
angela7,CVE/FIXED,2021-06-01T15:27:01+08:00
angela7,sig/Base-service,2021-07-26T14:24:38+08:00
angela7,CVE/UNAFFECTED,2021-07-26T14:24:38+08:00
angela7,sig/Base-service,2021-07-26T14:25:32+08:00
angela7,CVE/UNAFFECTED,2021-07-26T14:25:32+08:00
angela7,sig/Base-service,2021-07-26T14:33:37+08:00
angela7,CVE/UNAFFECTED,2021-07-26T14:33:37+08:00
angela7,CVE/UNAFFECTED,2021-01-14T10:07:58+08:00
angela7,CVE/FIXED,2021-03-16T19:30:36+08:00
angela7,CVE/FIXED,2020-11-20T11:43:25+08:00
angela7,CVE/FIXED,2020-10-30T09:37:21+08:00
angela7,CVE/UNFIXED,2020-10-31T14:28:03+08:00
angela7,CVE/UNAFFECTED,2021-06-16T11:39:17+08:00
angela7,CVE/UNAFFECTED,2021-06-16T11:47:01+08:00
angela7,CVE/UNFIXED,2021-03-23T16:18:55+08:00
angela7,CVE/UNFIXED,2021-03-23T16:19:15+08:00
angela7,CVE/UNFIXED,2021-03-23T16:19:28+08:00
angela7,CVE/UNFIXED,2021-03-23T16:19:42+08:00
angela7,CVE/UNFIXED,2021-03-23T16:19:55+08:00
angela7,sig/Base-service,2021-06-30T11:15:37+08:00
angela7,CVE/UNAFFECTED,2021-06-30T11:15:37+08:00
angela7,CVE/UNAFFECTED,2021-02-08T17:01:09+08:00
